User Name,Name Tag,Description
Antara Jabar,@Antara_Jabar,1.100 petugas publik dan dosen di Bandung  divaksinasi COVID-19 - ANTARA News Jawa Barat
Emirdağ Kaymakamlığı,@EmirdagKaymakam,"Pazar yerlerinde Covid-19'a yönelik en önemli tedbir 
 maske ve 
 sosyal mesafe 
#tedbirieldenbırakmadan"
The Phnom Penh Post,@phnompenhpost,Cambodia narrowed its trade deficit with neighbour and fellow ASEAN member state Vietnam last year even as the Covid-19 pandemic triggered tighter border control over fears of spreading the novel coronavirus.
Affairage.ci,@AffairageC,"CAN Cadets 2021 : Mauvaise nouvelle pour les Elephanteaux, la compétition annulée

Une décision, en raison des conditions de #covid dans plusieurs pays africains et également certains clubs européens refusent de libérer leurs joueurs pour participer à la compétition.

Supersport"
Liv,@Livispog,"Just had a covid test, my nose hurts"
TSOSband,@TSOStheband,"Replying to 
@AlexEReynolds
 @carolyn_janet
 and 2 others"
Millz ThE Composer,@MThEComposer,"SMH!!! CDC Trying To Force This Vaccine Down People Throat lol.... Relax Nobody Want That BS!!! Takes years and Years To Come up With A Vaccine, And Takes Years After That To Prove It Affective... Y’all Came up With This Sh*t In Less Than 6 Months!!! #covid #news #wakeup"
Isabela Reis,@IsabeliinhaReis,O emprego de pai tá complicado c esse covid ele chegou sexta e já teve que voltar p Rio hoje .
fuego en mi interior,@medizcomolidar,Acordei e já fui olhar se saiu o resultado do teste covid. Nada ainda! Que agonia que dá essa espera.
Megan Richmond,@GirlRicho,"Does anyone really believe we’ll be able to vote out the free world’s CoVID Dictators like Joe Biden & Daniel Andrews? 
#FreedomFromCoVID 
#Democracy 
Geez I hope so - then life might actually go back to normal "
Per Holfve,@Juristfan,"Replying to 
@malinmichea"
kevin lings,@lingskevin,"SA economy grew by an impressive 6.3% in the final quarter of 2020 despite the second wave of Covid-19. For 2020 as a whole the SA economy declined by -7%. The economy is still well below the level prior to Covid-19, but at least in recovery, which should strengthen in 2021"
Hounslow Council,@LBofHounslow,"If you’re busy making deliveries in #Hounslow and you don’t have #COVID19 symptoms, get FREE rapid tests regularly to help protect yourself. It’s quick and easy to do!

Book online 
 http://hounslow.gov.uk/rapidtest
#covid19uk #covid_19"
Supreme Scream Team,@screamdc,"Oh yeah that’s what we do & how it feels to do it! Great to play a show again & pay it forward for the great work 
@coreresponse
 does thanx 2 
@RealLindaPerry
 for organizing #RockNRelief #dmvmusic #healthcareheros #covid #screamacoustic #petestahl #franzstahl #clintwalsh"
Sostiene_Pereira,@SostienePereir8,"Replying to 
@CarriCarroto"
informazione interno,@infoitinterno,"Coronavirus, le ultime notizie dall'Italia e dal mondo sul Covid"
Bondia,@bondia,"#EntrevistaBondia a Roser Suñé per 
@marcsegales
: “La Covid ha fet que tothom sigui més comprensiu amb algunes coses” #Andorra 
 @facusantana
 https://tinyurl.com/35wbr784"
garyshary,@garyshary,"Guys, we need a Moon Dance, after Covid and after the squeeze I will fly out (since I am form Europe) and we gonna dance in front of wallstreet $amc"
Martin Martin,@martin1812963,"Joe Biden struggles hard to explain the importance of so-called COVID ""relief"" bill. By the way, more than 90% of the bill's total funding is not directly related to the COVID-19 pandemic. "
Piotr Kozłowski,@orlinos,"Replying to 
@jsorokowski
 @_zboral
 and 
@BaranowskaKam"
littlegreenmen,@littlegreen250,"Replying to 
@pritipatel"
Henri Gauthier,@HenriGauthier19,"Pollution = Covid
Green pass = Pass sanitaire

Ils nous prennent pour des débiles."
WORLD NEWS LAND,@WORLDNEWSLAND1,All-Around World Cup in Tokyo cancelled due to Covid-19 impact | More sports News – Times of India https://worldnews.2gudstore.in/all-around-world-cup-in-tokyo-cancelled-due-to-covid-19-impact-more-sports-news-times-of-india/…
FinancialMail,@FinancialMail,The government has the opportunity to be proactive about what lies ahead when colder weather and the Easter break increase the likelihood of another large outbreak of Covid-19.
234ℝ𝕒𝕕𝕚𝕠,@my234Radio,"Ogun Governor, Dapo Abiodun Receives COVID-19 Vaccine - https://234radio.com/ogun-governor-dapo-abiodun-receives-covid-19-vaccine/…"
Luis DE LION,@LDeLION,"La esperanza de vida disminuirá 1,13 años en los Estados Unidos debido al Covid. Esta caída será tres veces mayor entre los latinoamericanos y afroamericanos, borrando así 10 años de avances en esta área."
MeriSaheliIndia,@merisaheliInd,"जब क्रिकेटर सचिन तेंदुलकर ने कोरोना टेस्ट कराते हुए शरारत की.. (Sachin Tendulkar- I've played 200 Tests and 277 COVID Tests!..)
#sports 
#sachintendulkar #merisaheli #covid #test #prank #cricketer #merisahelimagzine"
Beef Ent.,@BeefEnt,"$Opgn OpGen Announces Publication of Final Study Results of Unyvero HPN Panel for Diagnosis of Bacterial Co-Infections in ICU Patients with COVID-19 Pneumonia
Follow us 
@WebullGlobal
  https://pub.webull.com/us/news-html/35904dbdda984b63aa7bbef6999ab5ff.html?theme=2&_v=1&color=1&hl=en&sp=1&theme=1…"
julia♡ ree stan acc,@SCRIPTEDG0LDEN,"cw // emetophobia 

update,, covid test was fine but it did lowkey make me wanna throw up "
Annika Benker,@tante_aika,"Post-Covid-Syndrom: „Es ist anstrengend, eine Möhre zu schälen“

Leider vollständig nur als Welt+ 
@welt
 Kunde zu lesen.
Aber immerhin schreiben sie, es ist keine neue Erkrankung #MECFS #MyalgicEncephalomyelitis
 https://welt.de/wissenschaft/plus227816747/Spaetfolgen-von-Corona-Was-ist-dran-an-Long-Covid.html… via 
@welt"
Tei Juvencio,@tenaiaJ,Meu Deus tem 4 pessoas da nossa van com covid
Nachixu25,@nachixu25,"Replying to 
@JokerLover96
 and 
@CoronaVid19"
duda ♡,@strongertini3,"Eu vou surtar a qualquer momento 
Coisa da escola , minha tia mt doente de covid, variante 6 vezes pior, vacina não tem eficácia pra ela, UTI'S LOTADAS

EU NÃO AGUENTO MAIS TUDO ISSO"
tvi24 Últimas,@tvi24ultimas,Covid-19: vacina da Pfizer é eficaz contra a variante brasileira
tvi24,@tvi24pt,Covid-19: vacina da Pfizer é eficaz contra a variante brasileira
Cursos de Sanidad,@cursosdesanidad,"La Medicina no tiene edad: ""Ayer estaba jubilado y hoy, vacunando de covid"""
Surroca henri,@surrocahenri,"Covid-19 : un confinement à Paris et en Île-de-France ""pas d'actualité"", affirme Jérôme Salomon https://lindependant.fr/2021/03/09/covid-19-un-confinement-a-paris-et-en-ile-de-france-pas-dactualite-affirme-jerome-salomon-9416522.php… via 
@lindependant"
SunderlandLollipops,@SunderlandLolly,"Dear secondary school parents, If you don't want your child to wear a mask, pls keep them off school (unless medically exempt). Ur kids are giving other kids covid. If they have covid & no mask, they have 70% chance of passing it on to the child next to them (&1.5% WITH mask)."
Therese Raphael,@ThereseRaphael1,"We’ve learned a lot about Covid and its famous spiked protein, but we're just getting started when it comes to its lingering effects #longhaulers #LongCovid #PASC #COVID19  https://bloomberg.com/opinion/articles/2021-03-09/do-i-have-long-covid-here-s-what-we-know-about-covid-s-lasting-effects?sref=f7Ld6Ow9… via 
@bopinion"
domi ASL #Lucide&NonAchetable,@domiASL,"Replying to 
@domiASL
 @TedLabaisse
 and 3 others"
A Gentle Thug,@AshanteAse,"This whole COVID thing showed all the other countries what Amerikkka is really like and I love it. 
We will never be the country to look up to ever again. 
We honestly haven’t been for a long, long time (if ever) but were just able to pretend to be. 
Now it’s no denying."
Darvo,@DarvoDarvoo,Message to all my old vibes: We never fell of... The shii ended because of COVID 
ChomBie,@hildaumairah,"Replying to 
@cikbulanrebel"
the mash man,@icknick4,"Replying to 
@ChildOfAlba
 and 
@jxnnyway"
Angelo Pascale,@AngeloPascale,Super Nintendo World finalmente abrirá con fuertes medidas COVID-19 http://dlvr.it/RvG9g8
马来西亚中国报,@mychinapress,"◤新冠又一年◢CMCO区将限制观众人数为场地大小的50%；RMCO区则视场地大小保持距离
https://chinapress.com.my/?p=2427791
#今日中国报 #新冠又一年 #全球大流行 #Covid_19"
Nilson,@nil_9217,"Replying to 
@CapitanBitcoin"
Ross-shire Journal,@Rossnews,Patience plea over Covid vaccine as rollout continues
Berliner Gör hat Meerweh,@ostseenudel,"Replying to 
@Dajomika"
justmeagain,@outofhere4now2,"Why doesn’t the useless pm 
@ScottMorrisonMP
 just issue the play of the day.. ANZAC DAY WILL GO AHEAD REGARDLESS! Those men and women fought through way worse conditions than this ridiculous flu called covid. It’s wrong. #giverespect"
FKate,@FkateBritPerth,"Replying to 
@toolzbeib"
Amatullah Amirah,@amirahshahrin,"Replying to 
@ezakimsoo"
Anadolu Agency Indonesia,@AnadoluAgencyID,Infeksi Covid-19 di Filipina tembus 600 ribu kasus http://v.aa.com.tr/2169543
Royal Statistical Society,@RoyalStatSoc,"We have seen an appalling number of Covid deaths in care homes and throughout the pandemic, there has been a lack of social care data. It needs to be a priority and must be included in any review of UK health data as a whole"
Espe,@Espe1980,"Replying to 
@ComasJos"
Notorious-celt,@CelticNotorious,"Replying to 
@rjlowe87
 and 
@Noconsent12"
Markus v. Eichenbaum,@kaaos69,"Replying to 
@pavilhena"
CEHURD Uganda,@cehurduganda,"CEHURD under the PAI–COPASAH partnership invites submissions for case studies on practices & emerging issues of social accountability in health during the COVID-19 pandemic within Eastern & Southern Africa countries. 

See details; https://bit.ly/2MYeRgU"
Ed Rieswijk,@EdRieswijk,"Replying to 
@Jaycee__1973
 and 
@JufNini"
Sud Ouest,@sudouest,"Covid-19 : un retour à la vie normale « mi-avril ? » Axel Kahn estime que « Gabriel Attal a dit n’importe quoi »
https://sudouest.fr/sante/coronavirus/covid-19-un-retour-a-la-vie-normale-mi-avril-axel-kahn-estime-que-gabriel-attal-a-dit-n-importe-quoi-1555185.php…"
Marc Howard,@Exhausted_dad,"Replying to 
@spike_gum
 @SimoLove
 and 
@10NewsFirst"
Родзинка-2,@Rinalgana,"Будні #covid_19
Лікування остеохондрозу на стаціонарі може бути небезпечним. 40-річного знайомого після курсу лікування виписали з бонусом-сюрпризом, 
 з короною. Порекомендували самоізоляцію.
Підчепити ковід в лікувальному закладі боюся вже цілий рік."
RadioSportsLiveNews,@NewsonRSL,Covid-19: Type 1 diabetes and Covid-19 link being investigated
openrussiatours,@openrussiatours,"The COVID situation in Russia is improving: shops, bars, restaurants, museums, cinemas and theatres are open. The positive changes occurred due to the vaccination available to everyone. The prognosis: by May 2021 most of the population will be vaccinated! Welcome back soon!"
Isobel_Waby DEFEND CORBYN,@Isobel_waby,"Replying to 
@redflag3rd
 @kernow4corbyn
 and 3 others"
YG BENAR TTP BENAR,@MokhzaniMokhta2,"Replying to 
@ReeNGaston"
Devolay Haber (News),@Devolaaa,"‘İki Doz Aşı Yaptırana Maske Serbest’

https://devolay.com/2021/03/09/iki-doz-asi-yaptirana-maske-serbest/…

#koronawirus #koronavirüs #korona #coronavirus #Corona #COVID19 #Covid_19 #COVID #pandemic #vaccine #Mutation #maske #mask #ABD #UnitedStates #USA #US #Pfizer #BioNTech #SputnikV #Sinovac #AstraZeneca #Novavax"
Elenaforever,@Elenaforever13,Draghi finalmente parla e asfalta Conte: «A un anno dal Covid siamo al punto di partenza»
Jay,@kyasekyahogaya_,Covid duty
Notícias ao Minuto Brasil,@noticiaminutobr,Covid-19: Quatro regras fundamentais ao usar máscara https://bit.ly/38oxkdZ #lifestyle
UBILabYork,@UBILabYork,More clear evidence of the divide between those who got better-off during Covid and those who got [even] worse-off. Can’t spend your way out of recession if you’re skint. Only Govt can do that. We need a #BasicIncome.
TRIFILARA.gr,@Trifilara_gr,"Κρίσιμες εβδομάδες στην χώρα μας για την πανδημία
#trifilaragr #panathinaikos #pao #coronavirus #covid"
Gulf News,@gulf_news,"Has #Bollywood director Sanjay Leela Bhansali tested positive for COVID-19?
Celebrated filmmaker is reportedly down with the coronavirus but is yet to confirm
#SanjayLeelaBhansali"
Daniel Martini,@DanielMartini,"Replying to 
@ar_covid
 @AgnesWold
 and 
@ScienceMagazine"
BoxerTheHorseMK2,@BoxerMk2,"Replying to 
@bakerstherald
 and 
@MichaelRosenYes"
HQN,@hqn_news,".
@ChrisPincher
: ""I think if Covid has taught us anything, it is the importance of housing.""

#HQNBuild21 #ukhousing"
Andrew A.Abbott,@realAAAbbott,"Replying to 
@JonLemire"
,@WasmiaAr,I got the first dose of the COVID vaccine today الحمدلله 
Thomas Levcovich,@TheGifKing,"Replying to 
@RhysHadders
 and 
@SkyNews"
Girl Next Door,@cuidadodafne,"Não foi covid. Ela sofreu um avc que deixou ela muito debilitada a 9 anos atrás, não andava e  com demência. Deu uma pneumonia e ela não resistiu. Mas disseram que ela não sentiu nada. Isso me conforta."
Yoongi Day!☻,@casamilaa,Nous face au Covid
Ceuta Televisión,@CeutaTV,"CORONAVIRUS - Marruecos registra un único fallecido por COVID en las últimas 24 horas8 
http://ceutatv.com/art/33221/marruecos-registra-un-unico-fallecido-por-covid-en-las-ultimas-24-horas…"
Cilla,@cilla_holden,"Replying to 
@nytimes"
Ema,@EmiPesado,Y sin darme cuenta terminé otro libro. Covid layovers be like
Nadine,@nawdiyuh,I can’t believe I have had COVID antibodies for a couple months and haven’t used this to my advantage. Fuck that I’m going to Florida after work Friday lol
Annette Gault,@ann1erich,"Replying to 
@tedandharry
 and 
@thesecretdooruk"
,@thfcjxke,Just had my covid test
Lagorio Carla,@CarlaLagorio,"Replying to 
@GiovanniToti"
Subhash Rai,@onlinejourno,"Replying to 
@jeelanikash
 and 
@ArvindKejriwal"
Stop Coronavirus Nonsense,@StopCoronavir12,"Replying to 
@ONS"
Maren31,@Maren31_Uhl,"Israël sert de modèle à l'Europe sujet vaccination Covid, son peuple est soi-disant vacciner au maximum et malgré tout, un 5e confinement est à l'ordre du jour???#StopDictatureSanitaire"
Twigs,@ChrisTwigger2,"Replying to 
@JeremyVineOn5"
em,@glzpslj_,jte baise covid
Ankur_Justice,@Ankur_Justice,"Replying to 
@fan_bumrah"
Patricia MacBride,@IRLPatricia,"Replying to 
@TomClonan"
CSIF CV,@CSIFCV," Fernando García (Sanidad 
@CSIFCV
) explica en 
@IntercafeRadio
 la situación actual del covid en la CV
 
 ""Nos preocupa muchísimo la vacunación. Vamos muy lentos"".
 ""Las UCIs están estabilizadas pero no disminuyen todo lo que nos gustaría""."
ITV News Tyne Tees,@itvtynetees,"Nightingale hospitals set up to cope with a spike in Covid-19 cases are to close from April, although the sites in Sunderland and London will stay open for vaccinations."
Sulayman,@iam_suleeiman,"Dear family
I'm a graduate of sociology with 2.1,  also a graduate of logistics and supply chain management and human resources management, am also done with my NYSC, I also have certificate in Covid 19 training and many other qualifications, I need a job, please help me Retweet"
